sid;nombre_sendero;largo;dificultad;duracion
908;LAS GUAREÑAS - PASADA DEL BOYAL PINSAPAR;13409.4084;MEDIA;232
909;LAJA ALTA DEL GRULLO;5340.3645;MUY BAJA;223
910;LA ANTIGUA LAGUNA DE LA JANDA DE BOLONIA-PULIDO;1947.891;ALTA;284
911;CERRO DEL AGUILA PINAR DEL REY HOZGARGANTA;11923.6044;MUY ALTA;121
912;LAS GUAREÑAS - PASADA DEL BOYAL DEL BACINETE;1319.545;MUY ALTA;79
913;CAMINO DE LA ERA EMPEDRADA DE BOLONIA-PULIDO;5185.8456;MEDIA;46
914;COMPLEJO ENDORREICO DE CHICLANA DE VICOS;19034.6039;MUY BAJA;54
915;ZAHARA DE LOS ATUNES-ATLANTERRA ROCHE;10842.3894;BAJA;95
916;PUNTA DEL BOQUERÓN VERDE DOS BAHIAS. TRAMO IV;11581.2891;ALTA;119
917;PUERTO DE BOLONIA-PULIDO DE ALGAR;3785.503;MUY BAJA;300
918;RIO MAJACEITE REAL DE CORDERO;18202.3316;MEDIA;40
919;ANTIGUA SALINA-FANGOS MAREALES DEL RÍO BARBATE ALBINA;3163.9166;ALTA;220
920;LAGUNAS DE ESPERA ERMITA Y EL SANTO;18055.9875;BAJA;235
921;QUINTAS DE ALGAR DE LA FRONTERA-VEJER DE LA FRONTERA;13257.9307;ALTA;120
922;SUBIDA AL CERRO PICACHO DE PUERTO SERRANO DEL ALJIBE;5216.0118;MUY ALTA;69
923;CANUTO DEL ARROYO ALGAMASILLA DE BOGAS;1914.0531;BAJA;147
924;PASEO DE LA CRUZ DE LA SIERRA DE LIJAR CALZADA ROMANA;12942.1183;PROFESIONAL;163
925;ESCARPES DEL RIO TREJO DE EL BOSQUE-CAMINO DEL ESPINO;16145.1038;MEDIA;274
926;LAGUNA DE LOS TOLLOS ERMITA Y EL SANTO;16550.5104;MUY BAJA;161
927;ARROYOMOLINOS DE LAS MOCITAS;8331.2611;MUY ALTA;214
928;CAMINO ALTO DE EL BOSQUE DE LOS MOLINOS;2351.0825;MUY BAJA;144
929;COLA DEL EMBALSE DE BORNOS DUNAR DE TORRE NUEVA;16298.325;BAJA;76
930;FUENTES RURALES DE BENALUP-CASAS VIEJAS REAL DE CORDERO;4094.8288;MEDIA;129
931;LAS PLATERAS AL RELOJ Y AL SIMANCÓN;2103.7065;ALTA;73
932;SUBIDA AL ALJIBE QUEBRADAS;8203.8348;ALTA;255
933;CORREDOR VERDE DOS BAHIAS. TRAMO I DE BOGAS;4859.6521;MUY BAJA;88
934;CALZADA MEDIEVAL DE GRAZALEMA DEL LITORAL DE ROTA;1991.0317;MUY ALTA;131
935;CANUTO DEL ARROYO ALGAMASILLA DE OJÉN;3737.9191;MEDIA;294
936;LAJA ALTA CAÑILLO;18905.4677;MEDIA;207
937;PUERTA VERDE DEL PUERTO DE SANTA MARÍA VERDE DE ALGECIRAS;7868.7808;MEDIA;204
938;CAMINO DE LA ERA EMPEDRADA ROCINEJO;12593.6369;PROFESIONAL;98
939;BARBATE-ERMITA DE SAN AMBROSIO DEL EMBALSE DE BORNOS;1719.8814;MUY ALTA;90
940;RUTA DE LA PLAYA DE LA BARROSA VERDE DE CHICLANA;5975.5427;BAJA;138
941;ANTIGUA SALINA-FANGOS MAREALES DEL RÍO BARBATE DE LA VENTA DEL SILLETERO;11103.1987;MEDIA;292
942;CERRO DEL TAMBOR DEL PILAR;11642.9431;PROFESIONAL;73
943;GARGANTA DEL CAPITÁN DE LA MIEL;8971.8619;ALTA;141
944;PARQUE DEL CENTENARIO DE LA MIEL;4928.1115;MUY ALTA;283
